,Players,AgeScore,score90sScore,GlsScore,StandardShScore,StandardSoTScore,StandardSoTpercentageScore,StandardSh90Score,StandardSoT90Score,StandardGShScore,StandardGSoTScore,StandardDistScore,StandardFKScore,PerformancePKScore,PerformancePKattScore,ExpectedxGScore,ExpectednpxGScore,ExpectednpxGShScore,ExpectedGxGScore,ExpectednpGxGScore,TotalScore
10,E. Taylor,0.5147524523829821,0.38883617691795097,1.0326450700001084,0.41000982320990226,1.149077728014425,0.7837673482017131,0.39721024183307524,0.9056774757113091,0.7985664911433669,0.3398962523665614,1.101572368319201,0.1688154137105893,0.17609499561170053,1.003251443763081,0.6912353230695757,-0.08428651106060019,-1.0349115788979766,1.4979379108622919,1.5521910185205148,11.792339443679774
11,H. Tourgeman,0.5147524523829821,-0.5884316170244118,0.17012170954946101,-0.04058751285531289,-0.2809090867240023,-0.5780275594623911,0.012829984534688496,-0.36595990771960574,-0.5835678204509253,0.15670764822431357,0.18980971099554175,0.48928412012573297,-0.9796390873191705,0.5447158865996561,-0.23444273628371162,-0.7357325189158194,-1.0349115788979766,-0.1679855820374874,0.07777629124612472,-3.4341972040323143
12,W. Nabatanzi,-1.2388539882710035,-1.2061863883247657,-0.5281114870058251,-1.4073994322531322,-1.3669750219683776,,-1.2519050556083902,-1.36510356612961,,,,-0.2889970240253302,-0.9796390873191705,-0.9225978963233035,-1.2088406934976983,-1.0071683555221607,,-0.22004569119060555,0.025118622414896506,-12.966705065024476
13,V. Taheri,0.9531540625464785,0.5204888330967151,0.7040647422093856,-0.010547690450965177,0.406932672264102,0.37413943997635074,-0.05536651272792855,0.433355019008398,-0.21499867069244732,0.7978677627221811,-0.9849141439928937,-0.1058720489309624,-0.5943943930088801,0.5447158865996561,0.7886751187909741,0.784308166079692,1.8249226755645904,0.30055540034057554,0.5516953107271786,7.018781630122201
14,R. binti Hassan,-1.0196531831892552,-0.336266144805087,0.37548441441866276,0.44755960121533706,0.3707304744226228,-0.0376673401012746,0.3786111971250886,0.5786850056862167,-0.8599946827697836,-0.6218439193802401,-0.6457679264439314,0.0772529261634054,-0.40177204585373494,0.08618032943623123,0.739955220930275,0.5671594967946191,0.9149754127810464,-1.1571276559467314,-0.8700617477159831,-1.413560567232516
15,K. Gonçalves,-0.8004523781075071,-1.0340252225525357,-0.6924016509011864,1.2736547173348984,0.6060447603922374,-0.3802949388695632,1.010978717196628,0.4878537640125799,-0.952136970209403,-1.5835840911270416,-0.8227137790781724,-0.2889970240253302,0.27240616918927313,-0.6474765620252486,-0.08828304270161363,0.18714932554574124,-0.6449341805621718,-1.9380292932435033,-1.6072691113531778,-7.642510791085098
16,G. Bellini,0.29555164730123384,-1.1089659653004476,-1.1031270606395902,-1.4900089438650885,-1.294570626285419,,-1.189908239915102,-1.0744435927739726,,,,0.031471682389813474,-0.2091496986985898,-0.09723389342913873,-0.8190815106121037,-1.278604192128502,,0.40467561864681173,-0.027539046416331692,-8.960933821726428
17,L. Wafula,-0.36205076794401075,1.6030787519820888,-0.03524099531974085,0.3574401340022939,0.18971948521522697,-0.15042395845586246,0.27941629201582774,0.19719379065694237,-1.0442792576490225,-0.48445246627355415,-0.5499222562670506,-0.7010282179876577,0.9465843842322811,0.36130166373428624,1.1297144038158695,0.13286215822447292,-0.514941714450237,-1.2612478742529676,-1.0806924230408959,-0.9869688677617097
18,M. Hsieh,0.29555164730123384,-0.6127367227804913,-0.7745467328488672,0.9807664488925084,-0.20850469104104405,-1.0753550597413222,0.7567917728541467,-0.42045865272378774,-0.30714095813206677,-1.4003954869847939,0.4380254209407964,-0.7010282179876577,0.753962037077136,-0.4640623391598786,0.39891593590537966,0.784308166079692,-1.5548814433457159,-1.5736085291716764,-1.6072691113531778,-6.291666516219586
19,F. Cho,0.07635084221948565,1.7215661425429767,0.005831545654099543,0.06455186555990393,0.3345282765811436,0.23196805161621825,0.05002807395066143,0.14269504565276026,0.1535704790660305,-0.6676410704158021,0.3102311940382889,0.0772529261634054,-0.49808321943130757,0.08618032943623123,-0.7703616127514044,0.13286215822447292,-0.7749266466741067,-0.2721058003437236,0.025118622414896506,0.4296172035042302
20,Q. Nabimanya,-0.8004523781075071,0.04451384537349166,-0.9388368967442287,0.14716137717186029,-0.6610321640595336,-1.303591886265826,0.10582520807462069,-0.7111186260794254,0.24571276650565005,0.24830195029543736,1.239196920368056,0.26037790125777316,-0.6907055665864528,-0.8308907848906184,-0.867801408472803,-0.9528811882008923,-2.3348362400173253,-0.011805254578133093,0.13043396007735292,-7.682428464878503
21,I. Ocen,1.610756477791723,0.5792261720072404,-0.8566918147965479,-0.5287346269259626,-0.7515376586632315,-0.9429885947163712,-0.4273474068876575,-0.9654461027656084,-1.320706119967881,0.15670764822431357,-0.026457442224087104,0.12303416993699733,-0.9796390873191705,-0.09723389342913873,-0.6729218170300055,-0.681445351594551,0.13502061610943733,0.19643518203433932,0.07777629124612472,-5.372193358970036
22,R. Lambert,-0.36205076794401075,0.2156622984058847,-0.6513291099273462,-0.10817711326509506,-0.4438189770106586,-0.6259627402121676,-0.15456141783718957,-0.34779365938487833,-0.39928324557168626,-0.896626825593612,-0.4589917486633435,-0.472121999119698,0.07978382203412793,-0.7391836734579336,-0.18572283842301238,-0.19286084570313666,0.9149754127810464,-0.8447670010280227,0.025118622414896506,-5.647711807505835
23,Y. Susanti,-0.14284996286226254,0.2622470844383703,-0.7745467328488672,0.10961159916642549,0.22592168305670618,0.2401388210622028,0.025229347673346142,0.3061912806653064,0.1535704790660305,-0.713438221451364,-1.247875341657669,-0.2889970240253302,-0.2091496986985898,-0.2806481162945087,-0.18572283842301238,-0.4642966823094779,-0.7749266466741067,-0.9488872193342589,-1.0280347542096677,-5.736462943660728
24,A. Schmitt,2.0491580879552194,-0.39399077097577584,0.9094274470785874,-0.7690532061607441,-0.6248299662180544,0.40573308183415785,-0.6381365802448373,-0.4386249010585151,0.1535704790660305,-0.1638724090246203,-0.2648428270229952,-0.24321578025173823,1.6207625992752892,1.094958555195766,0.739955220930275,-0.6271581842732827,0.7849829466691115,0.6649761644124024,-0.18551205291001632,4.07428790427626
25,U. Rodriguês,-1.6772555984345,-0.8983217154144253,0.08797662760178021,-0.49869480452161496,0.026809594928570567,0.7859462200539761,-0.3901493174716846,-0.23879616937651413,1.7199893655395613,0.7062734606510573,-1.3216027802552697,-0.24321578025173823,0.3687173427668456,-0.09723389342913873,0.7886751187909741,1.4357541739349113,4.944741862251027,-0.6885866735686684,-0.5014580658973856,4.309568967897763
26,W. Swee,-1.0196531831892552,0.038437568934471734,-1.0209819786919094,0.09459168796425164,-0.35331348240696064,-0.4091649909120421,0.04382839238133247,-0.2569624177112415,-0.7678523953301641,-1.07981542973586,0.8042050326422129,0.12303416993699733,0.3687173427668456,-0.8308907848906184,-0.7216417148907049,0.0785749909032046,-0.25495678222636725,-0.1679855820374874,-0.2381697217412446,-5.569999278234539
27,M. Nkhata,-1.8964564035162481,-1.2122626647637853,-0.6513291099273462,5.959867012413137,-1.0773574392365441,-1.9398224671264959,3.83183383124124,-1.2379398277865188,-1.6892752697263589,,-1.053726420017321,0.1688154137105893,-0.7870167401640252,-0.09723389342913873,3.7605888882936336,4.258686874640861,-0.514941714450237,-4.645154969205644,-5.398621267201609,-4.221346166251812
28,G. Elbaz,-0.14284996286226254,-0.8770547478778559,-0.6924016509011864,-0.6338740053411794,-0.04559480075438764,0.7886698098693041,-0.5203426304275898,-0.22062992104178675,-1.1364215450886421,-1.07981542973586,0.034982089940580004,-0.15165329270455435,-0.5943943930088801,0.08618032943623123,0.1553164466018831,-0.4642966823094779,0.6549904805571769,-0.480346236956196,-0.6594310723910702,-5.9789672149957545
29,H. Gomani,1.610756477791723,1.485604074161038,0.37548441441866276,0.6052686688381623,0.4431348701055812,-0.12264334233951446,0.39721024183307524,0.3061912806653064,-0.6757101078905446,0.15670764822431357,0.24141891801386145,0.1688154137105893,-0.2091496986985898,-0.2806481162945087,0.009156753019784972,0.0785749909032046,0.5249980144452419,0.30055540034057554,0.23574929773980935,5.651475198987772
30,C. Gheorghe,-1.4580547933527517,-1.202135537365419,-0.5281114870058251,2.204889211869677,-1.3488739230476379,-1.9327411336066425,2.746889556608697,-1.2742723244559735,-0.952136970209403,,1.2539424080875756,-0.15165329270455435,-0.30546087227616237,-0.6474765620252486,-0.9165213063335023,-1.278604192128502,-0.25495678222636725,0.0923149637281031,0.13043396007735292,-5.822529076366584
31,I. Koomson,-0.5812515730257589,-0.2036007758864866,0.25226679149714176,-0.2809060920900942,-0.20850469104104405,-0.014789185652517549,-0.24135695980779295,-0.329627411050151,0.614281916264128,1.0268535178999911,0.06693064666620753,-0.1058720489309624,-0.8833279137415979,0.5447158865996561,-0.13700294056231302,-0.4642966823094779,0.6549904805571769,0.8211564918717567,0.28840696657103754,0.8190664238288994
32,L. Obote,-0.14284996286226254,0.43542096295043653,-0.281676241162783,0.4926193348218586,1.2214821236973834,0.7194906285599675,0.3724115155557599,1.2326699457364017,-0.030714095813208348,-0.2554667110957443,-0.579413231706091,0.0772529261634054,-0.30546087227616237,0.5447158865996561,0.9835547102337716,1.381467006613643,0.2650130822213723,-1.000947328487377,-0.2381697217412446,4.891399958008782
33,I. Abeja,1.8299572828734711,0.3402259654057921,1.402297938764672,0.31238040039577236,0.6603480571544562,0.3975623123881733,0.24841788416918348,0.39702252233894325,1.167135640901845,1.7138107834334209,-1.3142300363955093,0.1688154137105893,-0.6907055665864528,0.5447158865996561,1.5194735867014646,1.4357541739349113,1.174960345004916,1.2896974742498195,1.4468756808580583,14.044515745903182
34,J. Namatovu,-1.8964564035162481,-1.2153008029832955,-1.0620545196657498,-1.527558721870523,-1.3669750219683776,,-1.1651095136377867,-1.1289423377781547,,,,-0.5179032428932899,-0.30546087227616237,0.45300877516697113,-1.452440182801195,-0.681445351594551,,0.5608559461061661,0.6570106483896351,-10.648771601322562
35,T. Ichikawa,-0.5812515730257589,2.0618376231280897,0.1290491685756206,0.2898505335925117,0.7870557495996334,0.5446361624158967,0.22361915789186818,0.9420099723807638,1.259277928341464,0.29409910133099937,0.47734672152618335,0.7639715827672846,-0.6907055665864528,0.36130166373428624,0.5450756294874776,-0.029999343739331868,-0.6449341805621718,-0.011805254578133093,0.7623259860520913,7.482761062332323
36,Z. Nabaweesi,-1.4580547933527517,0.8354424951859117,0.9504999880524277,0.943216670887074,0.9137634420448102,-0.06653739214375368,0.8435873148247499,0.9783424690502185,-0.4914255330113057,0.24830195029543736,0.01286385836129988,-0.6552469742140659,0.07978382203412793,-0.09723389342913873,0.2527562423232816,0.3500108275095459,-0.6449341805621718,0.40467561864681173,0.23574929773980935,3.6355612302423186
37,N. Gheorghe,1.391555672709975,-1.202135537365419,-0.9799094377180689,-1.4599691214607409,-1.4212783187305962,,-1.2023076030537596,-1.2561060761212461,,,,-0.42634075534610605,-1.1722614344743156,-0.9225978963233035,-1.1114008977762997,-1.4414656940923067,,0.19643518203433932,-0.08019671524755992,-11.087978632965408
38,L. Amadu,-1.4580547933527517,-1.045165062690739,1.5255155616861926,-0.13070698006835585,-0.02749370183364804,-0.11665144474579243,-0.21035855196114897,-0.1842974243723322,1.8121316529791807,2.904536710358032,-0.02154227965091384,-0.24321578025173823,-0.7870167401640252,-1.1060121191886734,-0.13700294056231302,-0.681445351594551,-0.12496431611443243,2.330899657312181,2.5000290574826227,4.799185153266794
39,S. Avraham,1.610756477791723,-0.6400799667560807,0.17012170954946101,-0.979331962991178,-0.2809090867240023,2.1488305636442115,-0.7435311669234271,-0.3114611627154236,-1.5971329822867395,-1.07981542973586,1.0548783238740547,-0.5179032428932899,1.3318290785425715,2.0120296695226156,0.10659654874118372,-0.7900196862370876,-1.5548814433457159,-0.0638653637312512,-0.34348505940370094,-0.4673741820779357
40,G. Hartmann,-0.36205076794401075,-0.6340036903170609,-0.4459664050581444,-1.2346704534281332,-0.82394205434619,0.7875803739431727,-0.9605200218499358,-0.8201161160877896,4.3921157012885255,2.767145257251346,0.5510741601237841,-0.7010282179876577,-0.30546087227616237,0.45300877516697113,-0.6729218170300055,-1.1700298574859653,0.5249980144452419,1.0814570376373471,0.3410646354022658,2.767733681447599
41,J. Rukundo,0.5147524523829821,0.9215230780720264,-0.40489386408430406,-0.34098573689878964,-0.22660578996178346,-0.0011712365758765036,-0.25995600451577944,-0.4022924043890604,-0.952136970209403,0.11091049718875157,-0.2623852457364086,0.0772529261634054,-0.2091496986985898,0.45300877516697113,-1.0626809999156004,-1.1700298574859653,-1.6848739094576506,-0.11592547288436932,0.23574929773980935,-4.779890164099635
42,S. Mlakar,1.8299572828734711,-0.38588906905708265,0.868354906104747,1.213575072526203,1.1128755301729458,-0.0540088789932437,0.9799803093499839,1.0873399590585828,-0.39928324557168626,0.7062734606510573,-1.3707544059870032,0.031471682389813474,-0.49808321943130757,-0.9225978963233035,1.7143531781442616,2.0329130144688623,1.5649377433407206,-0.7927068918749046,-0.5014580658973856,8.217250465944733
43,Q. Günther,-0.14284996286226254,1.7013118877462434,0.37548441441866276,0.6503284024446839,0.7689546506788938,0.18403287086644163,0.4964051469423361,0.8330124823723996,0.4299973413848889,-0.942423976629174,-0.616276951004891,-0.7010282179876577,-0.9796390873191705,-0.8308907848906184,0.5937955273481769,0.8928825007222286,0.6549904805571769,-0.5844664552624322,-0.5014580658973856,2.2821622036285407
44,J. Wan,-0.14284996286226254,0.9265866417712098,-0.36382132311046367,-0.1457268912705297,-0.6067288672973149,-0.756150333384856,-0.11736332842121663,-0.5476223910668793,-0.7678523953301641,-0.5302496173091162,-0.3041641276083822,-0.24321578025173823,-0.6907055665864528,0.36130166373428624,-0.283162634144411,-0.3014351803456731,0.2650130822213723,-0.22004569119060555,-0.7647464100535267,-10.465878225013448
45,Z. Makore,-0.5812515730257589,-0.05169386491098977,1.2380077748693104,0.6578383580457707,0.7327524528374146,0.27336661680920693,0.4592070575263634,0.9965087173849458,0.24571276650565005,0.5688820075443712,-1.623885278505432,-0.2889970240253302,-0.11283852512101722,0.17788744086891622,1.1297144038158695,1.9243386798263256,0.5249980144452419,-0.3241659094968417,-0.29082739057247275,5.655554724821544
46,N. Nantege,-1.2388539882710035,-0.028401471894746882,-0.4870389460319847,0.019492131953382532,-0.42571787808991896,-0.5115719679683829,0.012829984534688496,-0.16613117603760486,0.1535704790660305,0.43149055443768547,0.6616653180201847,-0.2889970240253302,-0.9796390873191705,0.36130166373428624,-1.1114008977762997,-0.5728710169520146,-1.4248889772337812,0.6649761644124024,0.7623259860520913,-4.167860149389487
47,A. Olobo,0.5147524523829821,0.10527660976369034,0.005831545654099543,0.5376790684283802,0.3345282765811436,-0.0670821101068192,0.47160642066502106,0.5968512540209441,0.24571276650565005,-0.2554667110957443,1.3301274279717625,-0.2889970240253302,-0.2091496986985898,0.5447158865996561,-0.18572283842301238,-0.13857367838186835,-0.25495678222636725,0.0923149637281031,-0.13285438407878813,3.246593445264913
48,D. Kayira,-0.8004523781075071,0.7453110613404503,-0.281676241162783,0.20724102198055572,0.2802249798189248,0.08598363751462626,0.1492229790599226,0.21536003899166975,0.1535704790660305,-0.30126386213130624,-0.6310224387244112,-0.42634075534610605,-1.075950260896743,0.08618032943623123,0.44763583376607907,0.24143649286700955,1.0449678788929815,-0.3241659094968417,-0.18551205291001632,-0.36924916604123337
49,H. Alobo,-0.8004523781075071,0.495171014600799,-0.2406037001889426,0.10210164356533874,0.2440227819774456,0.40028590220350135,0.01902966610401718,0.39702252233894325,0.7985664911433669,-0.1638724090246203,-1.0119475381453475,-0.06009080515737044,-0.016527351543444636,-1.1060121191886734,0.6912353230695757,1.2186055046498383,-0.25495678222636725,-1.000947328487377,-0.6067734035598421,-0.8961429659766665
50,O. Nampeera,-0.8004523781075071,2.0314562409329904,-0.281676241162783,0.4851093792207715,0.20782058413596657,-0.20489575476242647,0.34761278927844463,0.179027542322215,-1.1364215450886421,-0.85082967455805,0.9860660478496271,0.48928412012573297,-0.49808321943130757,-0.9225978963233035,-0.4780422255872083,-0.5728710169520146,-1.4248889772337812,0.5608559461061661,0.44637997306472216,-1.4371463061703873
51,H. Nsamba,0.07635084221948565,0.5853024484462601,1.7308782665553948,1.0633759605044644,1.4567964096669979,0.4286112362829149,0.8311879516860923,1.4324986774184023,-0.39928324557168626,0.06511334615318955,1.0204721858618409,0.9928778016352444,1.6207625992752892,2.6539794495514104,1.3245939952586672,-0.13857367838186835,0.3950055483333069,0.40467561864681173,0.4990376418959504,16.043663055438167
52,E. Estrada,0.07635084221948565,0.1032511842840171,-0.4459664050581444,0.6127786244392491,0.4974381668677998,-0.06926098195908173,0.41580928654106153,0.26985878399585167,-0.5835678204509253,-0.6676410704158021,-0.6039890445719579,-0.3805595115725141,0.5613396899219908,0.2695945523016011,0.05787665088048435,0.13286215822447292,-1.1649040450099113,-0.11592547288436932,-0.29082739057247275,-1.3254818028191646
53,A. Popescu,-0.14284996286226254,2.5297109089326195,0.7862098241570662,0.5752288464338147,1.1128755301729458,0.5680590348277194,0.42820864967971917,1.1055062073933102,0.06142819162641107,-0.39285816420243025,-0.8276289416513462,-0.24321578025173823,-0.6907055665864528,0.08618032943623123,1.2758740973979676,1.1100311700073016,-0.25495678222636725,-0.5844664552624322,-0.027539046416331692,6.475092090605744
54,X. Yau,-1.4580547933527517,-1.2284660686011717,-1.1441996016134306,-1.4224193434553063,-1.1135596370780232,,-1.189908239915102,-1.2379398277865188,,,,-0.3347782677989221,-0.2091496986985898,-1.0143050077559885,-0.9652412041942016,-1.7129015306986481,,-0.011805254578133093,0.3410646354022658,-12.701663840124525
55,K. Aliyu,-0.14284996286226254,1.3823073746977002,0.45762949636634354,0.3874799564066416,0.4612359690263206,-0.010431441947992507,0.35381247084777334,0.46968751567785255,-0.39928324557168626,0.3398962523665614,-0.03383018608384657,0.26037790125777316,0.07978382203412793,-0.5557694505925636,-0.42932232772650897,-0.13857367838186835,0.13502061610943733,0.35261550949369364,-0.29082739057247275,2.6789592005450236
56,K. Muhumuza,-0.5812515730257589,-0.913512406511975,0.41655695539250315,0.6803682248490317,-0.13610029535808565,-0.7234672556009176,0.5770010073436109,-0.2024636727070596,-0.8599946827697836,0.7978677627221811,-1.6582914165176452,0.0772529261634054,-0.5943943930088801,0.2695945523016011,0.1553164466018831,0.947169668043497,-0.7749266466741067,0.0923149637281031,-0.18551205291001632,-2.6164718879384123
57,K. Namuwaya,-0.14284996286226254,1.245591154819753,0.2111942505233014,-0.03307755725422596,0.09921399061152897,-0.048016981399521666,0.025229347673346142,-0.1297986793681501,-0.30714095813206677,-0.02648095591793449,0.10625194725159365,0.48928412012573297,-1.075950260896743,-0.2806481162945087,-0.08828304270161363,-0.24714801302440498,-0.9049191127860415,0.7690963827186384,0.18309162890858113,-0.15536081800499799
58,N. Bondarenko,-1.8964564035162481,-1.2031482501052555,-1.0620545196657498,2.2649688566783723,-1.3488739230476379,-1.937643595274233,1.5689500584362215,-1.3287710694601556,-0.8599946827697836,,1.3915669601364298,-0.06009080515737044,0.5613396899219908,0.2695945523016011,0.9348348123730722,1.2186055046498383,0.2650130822213723,-2.0942096207028573,-2.923710832133883,-6.240080185114275
59,Q. Mbambu,-0.36205076794401075,-1.202135537365419,-1.1441996016134306,2.2724788122794592,7.792181031925852,3.514438497049776,1.823137002778703,7.881516836246612,-1.320706119967881,-0.9882211276647359,-0.9455928434075067,-0.3805595115725141,-0.49808321943130757,-1.0143050077559885,-1.0626809999156004,-1.7129015306986481,-1.8148663755695857,0.35261550949369364,0.23574929773980935,11.425814344607275
60,Y. Nabulo,-1.2388539882710035,-0.502351034138297,-0.7745467328488672,-0.25837622528683346,-0.9325486478706273,-1.441950248884499,-0.2165582335304778,-1.0562773444392453,-0.952136970209403,-1.3088011849136698,0.5142104408249832,-0.7468094617612497,-0.40177204585373494,-0.5557694505925636,-1.306280489219097,-1.2243170248072337,-0.7749266466741067,-0.0638653637312512,-0.6067734035598421,-13.848704055767017
61,G. Siddiqui,0.07635084221948565,0.6106202669421763,1.6898057255815542,0.5226591572262064,0.8594601452825914,0.34036692626628107,0.4468076943877058,0.7785137373682178,1.259277928341464,0.9810563668644292,-0.22552152643760823,0.031471682389813474,0.5613396899219908,0.819837220897711,0.8373950166516735,1.0557440026860334,0.13502061610943733,0.9773368193311109,0.7623259860520913,12.519868298082368
62,U. Nalumansi,1.391555672709975,1.3954726403155764,0.7040647422093856,0.15467133277294706,0.026809594928570567,-0.09268385437090432,0.13682361592126493,0.07003005231385077,-0.030714095813208348,0.6146791585799333,-0.7317832714744653,-0.2889970240253302,-0.2091496986985898,0.5447158865996561,1.032274608094471,1.001456835364765,-0.514941714450237,-0.1679855820374874,-0.3961427282349292,4.640156170705244
63,F. Heng,0.9531540625464785,0.9417773328687593,1.8130233485030756,0.004472220751208678,0.9680667388070291,1.2304360779155397,0.03142902924267483,0.9601762207154911,1.5357047906603225,0.6604763096154953,-0.5228888621145973,0.1688154137105893,2.0060072935855797,1.2783727780611358,0.5937955273481769,1.1100311700073016,-0.12496431611443243,1.1855772559435833,0.4990376418959504,15.292500033949365
64,I. Kakuru,-1.2388539882710035,-0.5509612456504559,0.6629922012355453,0.7779976476631615,1.0766733323314666,0.2434071288405968,0.7195936834381738,0.9056774757113091,-0.30714095813206677,-0.3470610131668682,-0.8005955474988924,-0.5179032428932899,-0.7870167401640252,-0.18894100486182372,1.6169133824228628,1.1100311700073016,0.3950055483333069,-0.5844664552624322,-0.6067734035598421,1.5785779705230247
65,C. Ssentamu,-0.8004523781075071,-0.7393258152600719,0.9915725290262681,0.44004964561425,0.8051568485203726,0.33491974663562457,0.329013744570458,0.8511787307071269,0.06142819162641107,0.7520706116866194,-0.9701686562733739,-0.014309561383778516,-0.5943943930088801,-0.5557694505925636,0.9348348123730722,1.8157643451837895,0.5249980144452419,-0.5324063461093141,-0.29082739057247275,3.3433332290812725
66,I. Nugraha,-1.0196531831892552,-1.1474490494142402,-1.308489765508792,-0.5062047601227019,-1.1497618349195022,-1.933285851569708,-0.3839496359023557,-1.3832698144643374,-0.7678523953301641,,-1.147114508907615,-0.19743453647814627,-0.9796390873191705,0.36130166373428624,-0.867801408472803,-1.3871785267710384,-0.25495678222636725,-0.0638653637312512,-0.29082739057247275,-14.427432231165636
67,G. Dijkstra,-1.4580547933527517,1.6486508252747376,-0.281676241162783,0.16218128837403414,0.09921399061152897,-0.060000776586965725,0.06862711865864776,-0.05713368602924062,0.24571276650565005,-0.5302496173091162,-0.17145473813270146,0.031471682389813474,-0.016527351543444636,0.08618032943623123,-0.283162634144411,0.3500108275095459,0.3950055483333069,-0.22004569119060555,0.13043396007735292,0.139182807718829
68,U. Chio,1.391555672709975,0.3685819221212181,-0.281676241162783,-0.5888142717346581,-0.7877398565047107,-1.1178430608604422,-0.4335470884569863,-0.9291136060961536,0.3378550539452696,0.24830195029543736,0.4871770466725299,1.5422527269183477,-0.49808321943130757,-0.7391836734579336,-0.3806024298658096,-0.681445351594551,0.5249980144452419,-0.0638653637312512,-0.027539046416331692,-1.6287308222048984
69,E. Nakanjako,-1.0196531831892552,0.40503958075533747,-0.3227487821366233,-0.9192523181824825,-0.82394205434619,-0.2528309355122031,-0.7311318037847695,-0.7474511227488801,-0.030714095813208348,0.9810563668644292,0.10379436596500745,-0.014309561383778516,-0.49808321943130757,-0.4640623391598786,-0.4780422255872083,-0.8443068535583558,-0.3849492483383022,0.19643518203433932,0.18309162890858113,-5.662060618644748
